SENTENCE_ID,POLARITY,SUBJECTIVEITY,SENTENCE,STRONG OPINION
52,0.1038510101010101,0.2892361111111111,"I have a dream that one day this nation will rise up and live out the true meaning of its creed: “We hold these truths to be self-evident: that all men are created equal.”
I have a dream that one day on the red hills of Georgia the sons of former slaves and the sons of former slave owners will be able to sit down together at the table of brotherhood.",0
53,0.0,0.0,"I have a dream that one day even the state of Mississippi, a state sweltering with the heat of injustice, sweltering with the heat of oppression, will be transformed into an oasis of freedom and justice.",0
54,-0.025568181818181823,0.5,I have a dream that my four little children will one day live in a nation where they will not be judged by the color of their skin but by the content of their character.,0
55,-0.10781746031746034,0.43162698412698414,"I have a dream today.I have a dream that one day, down in Alabama, with its vicious racists, with its governor having his lips dripping with the words of interposition and nullification; one day right there in Alabama, little black boys and black girls will be able to join hands with little white boys and white girls as sisters and brothers.",0
56,-0.022857142857142854,0.3114285714285715,"I have a dream today.I have a dream that one day every valley shall be exalted, every hill and mountain shall be made low, the rough places will be made plain, and the crooked places will be made straight, and the glory of the Lord shall be revealed, and all flesh shall see it together.",0
57,0.0,0.0,This is our hope.,0
58,0.0,0.0,This is the faith that I go back to the South with.,0
59,0.5,0.625,With this faith we will be able to hew out of the mountain of despair a stone of hope.,0
60,0.675,0.8125,With this faith we will be able to transform the jangling discords of our nation into a beautiful symphony of brotherhood.,0
61,0.26666666666666666,0.47500000000000003,"With this faith we will be able to work together, to pray together, to struggle together, to go to jail together, to stand up for freedom together, knowing that we will be free one day.",0
62,0.3287878787878788,0.5765151515151515,"This will be the day when all of God’s children will be able to sing with a new meaning, “My country, ‘tis of thee, sweet land of liberty, of thee I sing.",0
63,0.575,0.7,"Land where my fathers died, land of the pilgrim’s pride, from every mountainside, let freedom ring.”
And if America is to be a great nation this must become true.",0
64,0.13636363636363635,0.45454545454545453,So let freedom ring from the prodigious hilltops of New Hampshire.,0
65,0.2681818181818182,0.6772727272727272,Let freedom ring from the mighty mountains of New York.,0
66,0.0,0.0,Let freedom ring from the heightening Alleghenies of Pennsylvania!,0
67,0.0,1.0,Let freedom ring from the snowcapped Rockies of Colorado!Let freedom ring from the curvaceous slopes of California!But not only that; let freedom ring from Stone Mountain of Georgia!,0
68,0.0,0.0,Let freedom ring from Lookout Mountain of Tennessee!Let freedom ring from every hill and molehill of Mississippi.,0
69,0.16666666666666669,0.36041666666666666,"From every mountainside, let freedom ring.And when this happens, when we allow freedom to ring, when we let it ring from every village and every hamlet, from every state and every city, we will be able to speed up that day when all of God’s children, black men and white men, Jews and Gentiles, Protestants and Catholics, will be able to join hands and sing in the words of the old Negro spiritual, “Free at last!",0
70,0.2,0.43333333333333335,free at last!,0
71,0.05,0.24166666666666667,"thank God Almighty, we are free at last!”
During the few moments that we have left, we want to have just an off-the-cuff chat between you and me, us.",0
72,0.18783068783068782,0.5526455026455026,We want to talk right down to earth in a language that everybody here can easily understand.,0
73,-0.43333333333333335,0.8666666666666667,"We all agree tonight, all of the speakers have agreed, that America has a very serious problem.",0
74,-0.2888888888888889,0.9111111111111111,"Not only does America have a very serious problem, but our people have a very serious problem.",0
75,0.0,0.0,America’s problem is us.,0
76,0.0,0.0,We’re her problem.,0
77,0.0,1.0,The only reason she has a problem is she doesn’t want us here.,0
78,-0.1,0.32,"Every time you look at yourself, be you black, brown, red, or yellow, a so-called Negro, you represent a person who poses such a serious problem for America because you’re not wanted.",0
79,0.07500000000000007,0.925,"Once you face this as a fact, then you can start plotting a course that will make you appear intelligent, instead of unintelligent.",0
80,0.0,0.0,What you and I need to do is learn to forget our differences.,0
81,0.0,0.0,"When we come together, we don’t come together as Baptists or Methodists.",0
82,0.0,0.0,"You don’t catch hell because you’re a Baptist, and you don’t catch hell because you’re a Methodist.",0
83,0.0,0.0,You don’t catch hell because you’re a Methodist or Baptist.,0
84,0.0,0.0,You don’t catch hell because you’re a Democrat or a Republican.,0
85,0.0,0.0,You don’t catch hell because you’re a Mason or an Elk.,0
86,0.16666666666666666,0.2962962962962963,"And you sure don’t catch hell because you’re an American, because if you was an American, you wouldn’t catch no hell.",0
87,-0.16666666666666666,0.43333333333333335,You catch hell because you’re a black man.,0
88,0.0,0.125,"You catch hell, all of us catch hell, for the same reason.",0
89,-0.16666666666666666,0.43333333333333335,"So we are all black people, so-called Negroes, second-class citizens, ex-slaves.",0
90,0.0,0.0,You are nothing but an ex-slave.,0
91,0.0,0.0,You don’t like to be told that.,0
92,0.0,0.0,But what else are you?,0
93,0.0,0.0,You are ex-slaves.,0
94,0.0,0.0,You didn’t come here on the Mayflower.,0
95,-0.36666666666666664,0.5583333333333333,"You came here on a slave ship, in chains, like a horse or a cow or a chicken, and you were brought here by the people who came here on the Mayflower.",0
96,0.0,0.0,You were brought here by the so-called Pilgrims or Founding Fathers.,0
97,0.0,0.0,They were the ones who brought you here.,0
98,-0.3,0.5,We have a common enemy.,0
99,-0.3,0.5,We have this in common.,0
100,-0.3,0.5,"We have a common oppressor, a common exploiter, and a common discriminator.",0
101,-0.3,0.5,"But once we all realize that we have this common enemy, then we unite on the basis of what we have in common.",0
102,-0.15,0.25,"What we have foremost in common is that enemy, the white man.",0
103,0.0,0.0,He’s an enemy to all of us.,0
104,0.0,0.0,I know some of you all think that some of them aren’t enemies.,0
105,0.0,0.0,Time will tell.,0
106,0.02777777777777778,0.25555555555555554,"In Bandung, back in, I think, 1954, was the first unity meeting in centuries of black people.",0
107,0.0,0.1125,"Once you study what happened at the Bandung conference, and the results of the Bandung conference, it actually serves as a model for the same procedure you and I can use to get our problems solved.",0
108,0.0,0.0,"At Bandung, all the nations came together.",0
109,-0.15,0.4,There were dark nations from Africa and Asia.,0
110,0.0,0.0,Some of them were Buddhists.,0
111,0.0,0.0,Some of them were Muslim.,0
112,0.0,0.0,Some of them were Christians.,0
113,0.0,0.0,Some of them were Confucianists.,0
114,0.0,0.0,Some were atheists.,0
115,0.0,0.25,"Despite their religious differences, they came together.",0
116,0.0,0.0,Some were communists; some were socialists; some were capitalists.,0
117,0.1,0.15000000000000002,"Despite their economic and political differences, they came together.",0
118,-0.05555555555555555,0.14444444444444446,"All of them were black, brown, red, or yellow.",0
119,0.0,0.0,The number-one thing that was not allowed to attend the Bandung conference was the white man.,0
120,0.0,0.0,He couldn’t come.,0
121,0.0,0.0,"Once they excluded the white man, they found that they could get together.",0
122,0.2857142857142857,0.5357142857142857,"Once they kept him out, everybody else fell right in and fell in line.",0
123,0.0,0.0,This is the thing that you and I have to understand.,0
124,-0.1,0.25,"And these people who came together didn’t have nuclear weapons, they didn’t have jet planes, they didn’t have all of the heavy armaments that the white man has, but they had unity.",0
125,-0.014062499999999999,0.25,"They were able to submerge their little petty differences and agree on one thing, that though one African came from Kenya and was being colonized by the Englishman, and another African came from the Congo and was being colonized by the Belgian, and another African came from Guinea and was being colonized by the French, and another came from Angola and was being colonized by the Portuguese, when they came to the Bandung conference, they looked at the Portuguese and at the Frenchman and at the Englishman and at the other, Dutchman, and learned or realized that the one thing that all of them had in common, they were all from Europe.",0
126,0.0,0.0,"They were all Europeans, blonde, blue-eyed, and white-skinned.They began to recognize who their enemy was.",0
127,0.0,0.125,The same man that was colonizing our people in Kenya was colonizing our people in the Congo.,0
128,0.0,0.0625,The same one in the Congo was colonizing our people in South Africa and in Southern Rhodesia and in Burma and in India and in Afghanistan and in Pakistan.,0
129,-0.075,0.2,"They realized all over the world where the dark man was being oppressed, he was being oppressed by the white man; where the dark man was being exploited, he was being exploited by the white man.",0
130,-0.3,0.5,"So they got together under this basis, that they had a common enemy.",0
131,-0.3,0.5,"When you and I here in Detroit and in Michigan and in America who have been awakened today look around us, we too realize here in America we all have a common enemy.",0
132,-0.012272727272727274,0.1640909090909091,"Whether he’s in Georgia or Michigan, whether he’s in California or New York, he’s the same man, blue eyes and blonde hair and pale skin, same man.",0
133,0.0,0.0,So what we have to do is what they did.,0
134,0.0,0.0,They agreed to stop quarreling among themselves.,0
135,-0.1875,0.5,"Any little spat that they had, they’d settle it among themselves, go into a huddle, don’t let the enemy know that you got a disagreement.",0
136,0.0,0.09583333333333333,"Instead of us airing our differences in public, we have to realize we’re all the same family.",0
137,0.0,0.0,"When you have a family squabble, you don’t get out on the sidewalk.",0
138,0.0,0.0,"If you do, everybody calls you uncouth, unrefined, uncivilized, savage.",0
139,-0.25,0.39999999999999997,"If you don’t make it at home, you settle it at home; you get in the closet, argue it out behind closed doors.",0
140,-0.3,0.5,"Then when you come out on the street, you pose a common front, a united front.",0
141,0.0,0.0,This is what we need to do in the community and in the city and in the state.,0
142,0.0,0.0,We need to stop airing our differences in front of the white man.,0
143,-0.09351851851851851,0.22129629629629632,"Put the white man out of our meetings, number one, and then sit down and talk shop with each other.",0
144,0.0,0.0,That’s all you’ve got to do.,0
145,-0.18333333333333335,0.26666666666666666,I would like to make a few comments concerning the difference between the black revolution and the Negro revolution.,0
146,0.0,0.0,There’s a difference.,0
147,0.0,0.125,Are they both the same?,0
148,0.0,0.0,"If they’re not, what is the difference?",0
149,-0.16666666666666666,0.43333333333333335,What is the difference between a black revolution and a Negro revolution?,0
150,0.25,0.3333333333333333,"First, what is a revolution?",0
151,0.0646153846153846,0.37384615384615383,"Sometimes I’m inclined to believe that many of our people are using this word, revolution, loosely, without taking careful consideration what this word actually means and what its historic characteristics are.",0
152,0.0,0.05,"When you study the historic nature of revolutions, the motive of a revolution, the objective of a revolution, and the result of a revolution, and the methods used in a revolution, you may change words.",0
153,0.0,0.0,You may devise another program.,0
154,0.0,0.0,You may change your goal and you may change your mind.,0
155,0.0,0.0,Look at the American Revolution in 1776.,0
156,0.0,0.0,That revolution was for what?,0
157,0.0,0.0,For land.,0
158,0.0,0.0,Why did they want land?,0
159,0.0,0.0,Independence.,0
160,0.0,0.0,How was it carried out?,0
161,0.0,0.0,Bloodshed.,0
162,0.0,1.0,"Number one, it was based on land, the basis of independence, and the only way they could get it was bloodshed.",0
163,0.0,0.0,"The French Revolution, what was it based on?",0
164,0.0,0.0,The land-less against the landlord.,0
165,0.0,0.0,What was it for?,0
166,0.0,0.0,Land.,0
167,0.0,0.0,How did they get it?,0
168,0.0,0.0,Bloodshed.,0
169,-0.25,0.6,"Was no love lost, was no compromise, was no negotiation.",0
170,0.0,0.0,"I’m telling you, you don’t know what a revolution is, because when you find out what it is, you’ll get back in the alley.",0
171,0.0,0.0,You’ll get out of the way.,0
172,0.0,0.0,"The Russian Revolution, what was it based on?",0
173,0.0,0.0,Land.,0
174,0.0,0.0,The land-less against the landlord.,0
175,0.0,0.0,How did they bring it about?,0
176,0.0,0.0,Bloodshed.,0
177,0.0,0.0,You haven’t got a revolution that doesn’t involve bloodshed.,0
178,-0.6,0.9,And you’re afraid to bleed.,0
179,-0.6,0.9,I said you’re afraid to bleed.,0
180,-0.025,0.2,"Long as the white man sent you to Korea, you bled.",0
181,0.0,0.0,"He sent you to Germany, you bled.",0
182,0.0,0.0,"He sent you to the South Pacific to fight the Japanese, you bled.",0
183,0.0,0.0,You bleed for white people.,0
184,0.08194444444444444,0.6444444444444445,"But when it comes time to seeing your own churches being bombed and little black girls be murdered, you haven’t got no blood.",0
185,0.0,0.0,"You bleed when the white man says bleed, you bite when the white man says bite, and you bark when the white man says bark.",0
186,-0.22500000000000003,0.775,"I hate to say this about us, but it’s true.",0
187,-0.2,0.8,"How are you going to be nonviolent in Mississippi, as violent as you were in Korea?",0
188,-0.146875,0.55625,"How can you justify being nonviolent in Mississippi and Alabama when your churches are being bombed and your little girls are being murdered, and at the same time you’re going to get violent with Hitler and Tojo and somebody else that you don’t even know?",0
189,-0.5,0.9,"If violence is wrong in America, violence is wrong abroad.",0
190,-0.4083333333333333,0.6916666666666668,"If it’s wrong to be violent defending black women and black children and black babies and black men, then it’s wrong for America to draft us and make us violent abroad in defense of her.",0
191,0.10952380952380951,0.7678571428571428,"If it is right for America to draft us and teach us how to be violent in defense of her, then it is right for you and me to do whatever is necessary to defend our own people right here in this country.",0
192,0.0,0.0,"The Chinese Revolution, they wanted land.",0
193,0.0,0.0,"They threw the British out, along with the Uncle Tom Chinese.",0
194,0.0,0.0,"Yeah, they did.",0
195,0.7,0.6000000000000001,They set a good example.,0
196,0.0,0.0,"When I was in prison, I read an article.",0
197,-0.7,0.8,Don’t be shocked when I say I was in prison.,1
198,0.0,0.0,You’re still in prison.,0
199,0.0,0.0,"That’s what America means, prison.",0
200,-0.029166666666666664,0.2333333333333333,"When I was in prison, I read an article in Life magazine showing a little Chinese girl, nine years old.",0
201,0.0,0.0,"Her father was on his hands and knees, and she was pulling the trigger because he was an Uncle Tom Chinaman.",0
202,0.2,0.4,"When they had the revolution over there, they took a whole generation of Uncle Toms, just wiped them out.",0
203,-0.1875,0.5,"And within 10 years, that little girl became a full-grown woman.",0
204,-0.25,0.5,No more Toms in China.,0
205,0.25,0.25,"Today, it’s one of the toughest, roughest, most feared countries on this earth by the white man, because there are no Uncle Toms over there.",0
206,1.0,0.3,"Of all our studies, history is best qualified to reward our research.",0
207,0.0,0.2,"And when you see that you’ve got problems, all you have to do is examine the historic method used all over the world by others who have problems similar to yours.",0
208,0.2,0.4,"Once you see how they got theirs straight, then you know how you can get yours straight.",0
209,-0.16666666666666666,0.43333333333333335,"There’s been a revolution, a black revolution, going on in Africa.",0
210,0.0,0.0,"In Kenya, the Mau Mau were revolutionaries; they were the ones who made the word Uhuru.",0
211,0.0,0.0,They were the ones who brought it to the fore.,0
212,0.0,0.0,"The Mau Mau, they were revolutionaries.",0
213,0.0,0.0,They believed in scorched earth.,0
214,0.0,0.0,"They knocked everything aside that got in their way, and their revolution also was based on land, a desire for land.",0
215,0.0,0.0,"In Algeria, the northern part of Africa, a revolution took place.",0
216,0.0,0.0,The Algerians were revolutionists.,0
217,0.0,0.0,They wanted land.,0
218,0.0,0.0,France offered to let them be integrated into France.,0
219,0.0,0.0,"They told France, “To hell with France.” They wanted some land, not some France.",0
220,-0.8,0.9,They engaged in a bloody battle.,1
221,0.125,0.5,"I cite these various revolutions, brothers and sisters, to show you, you don’t have a peaceful revolution.",0
222,0.0,0.0,You don’t have a turn-the-other-cheek revolution.,0
223,0.2,0.55,There is no such thing as a nonviolent revolution.,0
224,0.32,0.89,"The only kind of revolution that’s nonviolent is the Negro revolution, the only revolution based on loving your enemy is the Negro revolution.",0
225,-0.03174603174603175,0.19365079365079366,"The only revolution in which the goal is a desegregated lunch counter, a desegregated theater, a desegregated park, and a desegregated public toilet; you can sit down next to white folks on the toilet.",0
226,0.0,0.0,That’s no revolution.,0
227,0.0,0.0,Revolution is based on land.,0
228,0.0,0.0,Land is the basis of all independence.,0
229,0.0,0.0,"Land is the basis of freedom, justice, and equality.",0
230,0.0,0.0,The white man knows what a revolution is.,0
231,-0.16666666666666666,0.43333333333333335,He knows that the black revolution is worldwide in scope and in nature.,0
232,-0.16666666666666666,0.43333333333333335,"The black revolution is sweeping Asia, sweeping Africa, is rearing its head in Latin America.",0
233,0.0,0.0,"The Cuban Revolution, that’s a revolution.",0
234,0.0,0.0,They overturned the system.,0
235,0.0,0.0,Revolution is in Asia.,0
236,0.0,0.0,Revolution is in Africa.,0
237,0.0,0.0,The white man is screaming because he sees revolution in Latin America.,0
238,0.2,0.30000000000000004,How do you think he’ll react to you when you learn what a real revolution is?,0
239,0.0,0.0,You don’t know what a revolution is.,0
240,-0.8,0.9,"If you did, you wouldn’t use that word.A revolution is bloody.",1
241,0.0,0.0,Revolution is hostile.,0
242,0.0,0.0,Revolution knows no compromise.,0
243,0.0,0.0,Revolution overturns and destroys everything that gets in its way.,0
244,-0.03333333333333336,0.5666666666666668,"And you, sitting around here like a knot on the wall, saying, “I’m going to love these folks no matter how much they hate me.” No, you need a revolution.",0
245,0.85,1.0,"Whoever heard of a revolution where they lock arms, as Reverend Cleage was pointing out beautifully, singing We Shall Overcome?",1
246,0.0,0.0,Just tell me.,0
247,0.0,0.0,You don’t do that in a revolution.,0
248,0.1,0.3,You don’t do any singing; you’re too busy swinging.,0
249,0.0,0.0,It’s based on land.,0
250,0.26666666666666666,0.4083333333333334,"A revolutionary wants land so he can set up his own nation, an independent nation.",0
251,0.0,0.0,These Negroes aren’t asking for no nation.,0
252,0.0,0.0,They’re trying to crawl back on the plantation.,0
253,0.0,0.0,"When you want a nation, that’s called nationalism.",0
254,0.0,0.0,"When the white man became involved in a revolution in this country against England, what was it for?",0
255,0.0,0.0,He wanted this land so he could set up another white nation.,0
256,0.0,0.0,That’s white nationalism.,0
257,0.0,0.0,The American Revolution was white nationalism.,0
258,0.0,0.0,The French Revolution was white nationalism.,0
259,0.0,0.0,The Russian Revolution too.,0
260,0.0,0.0,"Yes, it was white nationalism.",0
261,0.0,0.0,You don’t think so?,0
262,0.0,0.0,Why do you think Khrushchev and Mao can’t get their heads together?,0
263,0.0,0.0,White nationalism.,0
264,0.0,0.0,All the revolutions that’s going on in Asia and Africa today are based on what?,0
265,-0.16666666666666666,0.43333333333333335,Black nationalism.,0
266,-0.16666666666666666,0.43333333333333335,A revolutionary is a black nationalist.,0
267,0.2,0.1,He wants a nation.,0
268,0.02777777777777778,0.7777777777777777,"I was reading some beautiful words by Reverend Cleage, pointing out why he couldn’t get together with someone else here in the city because all of them were afraid of being identified with black nationalism.",0
269,-0.45555555555555555,0.7444444444444445,"If you’re afraid of black nationalism, you’re afraid of revolution.",0
270,0.2777777777777778,0.5444444444444444,"If you love revolution, you love black nationalism.",0
271,0.03333333333333333,0.13333333333333333,"To understand this, you have to go back to what young brother here referred to as the house Negro and the field Negro back during slavery.",0
272,0.0,0.0,There was two kinds of slaves.,0
273,0.0,0.0,There was the house Negro and the field Negro.,0
274,0.0,0.0,"The house Negroes, they lived in the house with master.",0
275,0.475,0.8,They dressed pretty good.,0
276,0.35,0.30000000000000004,"They ate good because they ate his food, what he left.",0
277,0.49999999999999994,0.625,"They lived in the attic or the basement, but still they lived near the master, and they loved their master more than the master loved himself.",0
278,0.0,0.0,They would give their life to save the master’s house quicker than the master would.,0
279,0.7,0.6000000000000001,"If the master said, “We got a good house here,” the house Negro would say, “Yeah, we got a good house here.” Whenever the master said we, he said we.",0
280,0.0,0.0,That’s how you can tell a house Negro.,0
281,-0.1,0.0,"If the master’s house caught on fire, the house Negro would fight harder to put the blaze out than the master would.",0
282,-0.7738095238095238,0.8571428571428571,"If the master got sick, the house Negro would say, “What’s the matter, boss, we sick?” We sick!",1
283,0.5,0.5,He identified himself with his master more than his master identified with himself.,0
284,0.0,0.0,"If you came to the house Negro and said, “Let’s run away.",0
285,0.0,0.0,Let’s escape.,0
286,-0.6,0.9,"Let’s separate,” the house Negro would look at you and say, “Man, you crazy.",0
287,-0.3125,0.6875,"What you mean, separate?",0
288,0.5,0.5,Where is there a better house than this?,0
289,0.5,0.5,Where can I wear better clothes than this?,0
290,0.5,0.5,Where can I eat better food than this?” That was that house Negro.,0
291,0.0,0.0,In those days he was called a house nigger.,0
292,0.0,0.0,"That’s what we call him today, because we’ve still got some house niggers running around here.",0
293,0.2,0.3,This modern house Negro loves his master.,0
294,0.14545454545454548,0.3333333333333333,He wants to live near him.,0
295,0.10519480519480519,0.6,"He’ll pay three times as much as the house is worth just to live near his master, and then brag about “I’m the only Negro out here.” “I’m the only one on my job.” “I’m the only one in this school.” You’re nothing but a house Negro.",0
296,-0.008928571428571433,0.44940476190476186,"If someone came to you right now and said, “Let’s separate,” you’d say the same thing that the house Negro said on the plantation, “What you mean, separate?",0
297,0.0,0.0,From America?,0
298,0.35,0.30000000000000004,This good white man?,0
299,0.09375,0.59375,"Where you going to get a better job than you get here?” I mean, this is what you say.",0
300,0.0,0.0,“I ain’t left nothing in Africa.” That’s what you say.,0
301,0.0,0.0,"Why, you left your mind in Africa.",0
302,0.0,0.125,"On that same plantation, there was the field Negro.",0
303,0.0,0.0,"The field Negro, those were the masses.",0
304,0.5,0.5,There was always more Negroes in the field than there was Negroes in the house.,0
305,0.0,0.0,The Negro in the field caught hell.,0
306,0.0,0.0,He ate leftovers.,0
307,0.16,0.5399999999999999,"In the house, they ate high up on the hog.",0
308,0.0,0.0,The Negro in the field didn’t get nothing but what was left of the insides of the hog.,0
309,0.0,0.0,They call them chitterlings nowadays.,0
310,0.0,0.0,"In those days they called them what they were, guts.",0
311,0.0,0.0,"That’s what you were, a gut-eater.",0
312,0.0,0.0,Some of you all still are gut-eaters.,0
313,0.0,0.0,The field Negro was beaten from morning until night.,0
314,0.0,0.0,"He lived in a shack, in a hut.",0
315,0.1,0.2,He wore old castoff clothes.,0
316,-0.9,0.7,He hated his master.,1
317,-0.9,0.7,I say he hated his master.,1
318,0.8,0.9,He was intelligent.,1
319,0.7,0.8,That house Negro loved his master.,1
320,-0.9,0.7,"But that field Negro, remember, they were in the majority, and they hated the master.",1
321,0.0,0.0,"When the house caught on fire, he didn’t try and put it out.",0
322,0.0,0.0,"That field Negro prayed for a wind, for a breeze.",0
323,-0.7142857142857143,0.8571428571428571,"When the master got sick, the field Negro prayed that he’d die.",1
324,0.0,0.0,"If someone come to the field Negro and said, “Let’s separate.",0
325,0.5,0.5,"Let’s run,” he didn’t say “Where are we going?” He’d say, “Anyplace is better than here.”
You’ve got field Negroes in America today.",0
326,0.0,0.0,I’m a field Negro.,0
327,0.0,0.0,The masses are the field Negroes.,0
328,-0.2125,0.3,"When they see this man’s house on fire, you don’t hear these little Negroes talking about “our government is in trouble.” They say, “The government is in trouble.” Imagine a Negro, “Our government”!",0
329,0.125,0.4,"I even heard one say “our astronauts.” They won’t even let him near the plant, and “our astronauts”!",0
330,0.0,0.0,“Our Navy.” That’s a Negro that’s out of his mind.,0
331,0.19,0.34500000000000003,"That’s a Negro that’s out of his mind.Just as the slavemaster of that day used Tom, the house Negro, to keep the field Negroes in check, the same old slavemaster today has Negroes who are nothing but modern Uncle Toms, 20th-century Uncle Toms, to keep you and me in check, keep us under control, keep us passive and peaceful and nonviolent.",0
332,0.4,0.6,That’s Tom making you nonviolent.,0
333,0.0,0.0,"It’s like when you go to the dentist, and the man is going to take your tooth.",0
334,0.0,0.0,You’re going to fight him when he starts pulling.,0
335,0.0,0.0,"So he squirts some stuff in your jaw called novocaine, to make you think they’re not doing anything to you.",0
336,0.25,0.5,"So you sit there, and because you’ve got all of that novocaine in your jaw, you suffer peacefully.",0
